,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,user_location,num_followers,search_keywords,search_neighbourhood
845,"Sidney ard when I am away as though I were at home.""  #推特账号 https://t.co/FnoyYPXhU3",2022-12-29 00:24:42.230810,1606831605078978561,2022-12-25 01:58:02+00:00,0,0,0,0,,,townofsidneybc,"Sidney, British Columbia",1416,(coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć
846,"Beau Dick  Pearl Wilson   #百家乐  Sidney Shelley      #河南  https://t.co/TzEa0v1PiJ
Adult military include rate company develop home method.",2022-12-29 00:24:42.230833,1606826834569867266,2022-12-25 01:39:05+00:00,0,0,0,0,,,EndaylaluKassie,,0,(coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć
847,Sidney and I are out finishing up Christmas shopping. I’m ready to be home so I can get my holly jolly on.,2022-12-29 00:24:42.230858,1606789263059714050,2022-12-24 23:09:47+00:00,0,0,0,0,,,niyazu_deen,,2,(coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć
848,"Allen Paul  Miranda London   #百家乐  Selena Sidney      #威海  https://t.co/EJeHXLVfT8
Score home loss.",2022-12-29 00:24:42.230880,1606750689870639105,2022-12-24 20:36:31+00:00,0,0,0,0,,,SpiChamber,"South Padre Island, TX",118,(coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć
849,"Pittsburgh Penguins #87 Sidney Crosby Home Black Equipment
#Jersey #MLB #NFL #NBA #NHL #NCAA",2022-12-29 00:24:42.230903,1606717473168003074,2022-12-24 18:24:31+00:00,0,0,0,0,,,KohneChris95,"Lima, OH",321,(coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć
850,"Women's Pittsburgh Penguins #87 Sidney Crosby Home Breakaway Player Black Jersey
#Jersey #MLB #NFL #NBA #NHL #NCAA #baseball #Americanfootball #baseballjersey #Americanfootballjersey #basketball #basketballJersey
https://t.co/VcYuQ6WJ2c",2022-12-29 00:24:42.230925,1606717471771222016,2022-12-24 18:24:31+00:00,1,0,0,0,,,kwmjei,,12,(coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć
856,"Harm Reduction Works 
#recoverystrongerrecoverytogether 
#harmreuctionsaveslives @ Sidney Center, New York https://t.co/Tzkedhd119",2022-12-29 00:24:48.023246,1606421366542057472,2022-12-23 22:47:54+00:00,0,0,0,0,,,IndigoIslandCA,"1332 Westhills Dr., Langford",4,(coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć) (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć
946,"This Time 16 Years Ago 📰🕰️
The Province (Vancouver, British Columbia, Canada) · Fri, Dec 22, 2006

Indigenous win the right to hunt as formerly - supreme court decides in favour of upholding douglas treaty rights.

Click below to read the transcript:
https://t.co/Du59LGp4SN https://t.co/9hdqEUkBb0",2022-12-29 00:24:52.505422,1606348943469809667,2022-12-23 18:00:07+00:00,0,0,4,0,,,Bernade44314252,,4,(coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć) (community social planning council OR tenant action group victoria OR corporation of the township of esquimalt OR salvation army victoria arc OR win OR literacy victoria OR victoria aids resource community services OR temporary housing OR couch surfing OR safe supply OR evict OR overdose) lang:en -is:retweet,coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć
948,"Jonas Hornby  Sidney Woolf  #开云体育  Elaine Moore  #赛车  https://t.co/URsQpYsygY
Win group pay ahead back director.",2022-12-29 00:24:52.505517,1606333937399349249,2022-12-23 17:00:29+00:00,0,0,0,0,,,armandoperezgm2,,3,(coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć) (community social planning council OR tenant action group victoria OR corporation of the township of esquimalt OR salvation army victoria arc OR win OR literacy victoria OR victoria aids resource community services OR temporary housing OR couch surfing OR safe supply OR evict OR overdose) lang:en -is:retweet,coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć
949,@reigen_pegger @bigdickgojo right poor sidney has been brainwashed by the mass of tweets about the world cup that she’s actually convinced that 1. she likes football and 2. this man is attractive. we must save her from sport midsommar,2022-12-29 00:24:55.491761,1608310473652412418,2022-12-29 03:54:32+00:00,2,0,2,0,,,likethesign,,3,(coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć) (cool aid society OR the backpack project  victoria bc OR downtown victoria business association OR soap for hope victoria OR westshore chamber of commerce OR mental health society of greater victoria OR victoria brain injury society OR tiny town OR low income OR service provider OR poor OR social problem) lang:en -is:retweet,coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć
977,"Sidney Raphael  Nelson Tom   #百家乐  Theobald Edward      #体育  https://t.co/RofsXDgPqR
Could poor each century.",2022-12-29 00:24:55.492421,1605975577521197056,2022-12-22 17:16:29+00:00,0,0,0,0,,,Babacar14740965,,55,(coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć) (cool aid society OR the backpack project  victoria bc OR downtown victoria business association OR soap for hope victoria OR westshore chamber of commerce OR mental health society of greater victoria OR victoria brain injury society OR tiny town OR low income OR service provider OR poor OR social problem) lang:en -is:retweet,coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć
995,"@catturd2 @gatewaypundit This is the left media promoting this story, as well. You can disbelieve Sidney Powell’s election fraud claims, but still believe the election was stolen. It’s not the same thing, but the left media is trying to make it seem that it is the same. you gotta dig a little harder….",2022-12-29 00:25:02.060307,1606108468141731840,2022-12-23 02:04:33+00:00,0,0,0,0,,,meblakneysr,Not Watching Far Right News!,373,(coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć) (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć
996,"About claims that the 2020 election was stolen, “I did not believe it for one second,” #SeanHannity said in his deposition for Dominion Voting Systems’ defamation case against #FoxNews, according to the NYT.  https://t.co/uHr7H0f2Ts",2022-12-29 00:25:02.060378,1606081313311596544,2022-12-23 00:16:39+00:00,0,0,0,0,,,jinxthings,19 ✧ any pronounz,138,(coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć) (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć
997,How do vendors deliver good enterprise imaging solutions to healthcare providers when both are experiencing budget and staffing shortages? Read the report by Monique Rasband and Sidney Tate here: https://t.co/682xSHvKuY https://t.co/a2IS3bd9Ta,2022-12-29 00:25:02.060462,1606017332874252302,2022-12-22 20:02:25+00:00,1,0,1,0,,,GoPbroke,,26,(coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć) (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,coast salish OR gonzales (foul bay) OR langford OR oak bay OR rock bay OR sidney OR tsartlip OR wsáneć
1008,"Stay home if you can and check on neighbours, suggests Oak Bay fire chief https://t.co/Fz6Gd2s2vw",2022-12-29 00:25:32.113140,1606017063436554240,2022-12-22 20:01:20+00:00,0,0,0,0,,,CJE1946,,335,(colwood OR gonzales park OR lekwungen OR oak bay OR rockheights OR songhees OR tsawout) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,colwood OR gonzales park OR lekwungen OR oak bay OR rockheights OR songhees OR tsawout
1009,"Mission Oak vs Morro Bay - High School Girls basketball
Hawks @ Pirates
LIVE GAME ON : https://t.co/YtMZPukaqk
The Morro Bay (CA) varsity basketball team has a home non-conference game vs. Mission Oak (Tulare, CA) on Thursday, December 22 @ 6:30p.",2022-12-29 00:25:32.113164,1605965449300037633,2022-12-22 16:36:15+00:00,0,0,0,0,,,reqi_r,,5,(colwood OR gonzales park OR lekwungen OR oak bay OR rockheights OR songhees OR tsawout) (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,colwood OR gonzales park OR lekwungen OR oak bay OR rockheights OR songhees OR tsawout
1015,"We've had a couple spots open up for our Museum Memories talk tomorrow at 11am!

🎄 Join tour guide Rachel for a walk around Oaklands House to learn what Christmas was like during Victorian times. 

Book your place here 👇
https://t.co/ARXrEiswuQ",2022-12-29 00:26:04.394965,1605884976150585344,2022-12-22 11:16:28+00:00,0,0,0,0,,,ChelmsMuseum,"Chelmsford, Essex",1603,(cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum) (anawim house OR saanich police community engagement division OR victoria tenant action group OR makola housing society OR united way southern vancouver island OR extreme outreach society  coffee house OR st. john ambulance OR hope through achievement foundation victoria OR our place OR peers victoria resources society OR homelessness OR camp) lang:en -is:retweet,cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum
1021,Oakland's New Housing Ordinance Prohibits Property Owners from Conducting Background Checks. https://t.co/cFlzFJHaGi via @MrealEstatePlug,2022-12-29 00:26:07.281510,1606347355585814528,2022-12-23 17:53:48+00:00,0,0,0,1,,,pauladleresq,Hudson Valley/The World,1526,"(cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum) (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",cook street village OR harris green OR lochside OR oaklands OR rockland OR songhees OR tseycum
