,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,geo_bbox,tweet_coordinate,username,num_followers,search_keywords,search_neighbourhood,sentiment,score,score_matches,relevant,File #,From,Notes
70,"@ksorbs Hi.
Iâ€™m failed actor Kevin. You may remember me from such things as â€œHercules before he was strongâ€ and â€œSidney the wonder chimp goes camping.â€
Iâ€™m running for Congress so I parrot every bullshit Republican talking point as we have no actual policy. I bring nothing to the table.",31:52.8,1.54E+18,2022-06-16 21:07:40+00:00,0,0,10,0,,,,,ValleyNewsToday,676,"(colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew) (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",colwood OR sidney OR cook street village OR rockheights OR hollywood park OR songhees walkway OR lekwungen OR sc'ianew,Negative,0.77796793,No,No,8,Josh,
894,"Cheknews - 
An all-ages drag show set to take place in Victoria this weekend has been cancelled after the venue hosting it received multiple harassing phone calls and one threatening gun violence. @korisidaway has the story.

httpsâ€¦https://t.co/2QwP6LGA97 https://t.co/XrsW8tb2sR",34:25.3,1.54E+18,2022-06-19 04:36:45+00:00,0,0,0,0,,,,,StoneyBrownRad,17,"Victoria (anawim house OR district of north saanich OR island health OR rentsmart OR the cridge centre for the family OR town of view royal OR victoria native friendship centre OR low-income OR coordinated access ""and"" assessment OR frontline worker OR frontline OR violence OR low-income OR addict OR social housing) lang:en -is:retweet",Victoria,Negative,0.544064999,No,No,8,Josh,
1290,"RT @VicBuilders: VRBA membership renewal starts July 1! Join us in promoting education, professionalism, affordability and consumer protection. Leaders in housing research and policy holding govts accountable https://t.co/9bpal1Udkv #Saanich #Sooke #VictoriaBC #OakBay #CSaan #Sâ€¦",34:38.1,1.54E+18,2022-06-15 22:11:01+00:00,0,0,0,0,,,,,VicBuilders,5092,VictoriaBC (avi OR cool aid society OR homelessness services association of bc OR red cedar cafÃ© OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,VictoriaBC,Positive,0.706684291,Yes,Yes,8,Josh,
560,"Fairstead puts Harlem affordable complex on market

Fairstead is looking to turn a hefty profit on its Harlem affordable housing complex six years after purchasing the property. The developer has put Savoy Park in Central Harlem on the market, Bisnow reported. Fairstead, which https://t.co/k5b8gr59Yw",33:37.7,1.54E+18,2022-06-16 16:57:50+00:00,0,0,0,0,,,,,bellaofresist,247,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Neutral,0.602145731,Yes,No,8,Josh,
1137,"This on Salthouse Heath for past week. @CromerCllr_Tim Victoria Holliday @NorthNorfolkDC    Please consider introducing byelaw to prevent wild camping like this.Rubbish dumping,fire hazard,general nuisance all commonplace these days. Spaces in official campsites available. https://t.co/pSHyM2V6HK",34:31.7,1.54E+18,2022-06-20 09:30:51+00:00,0,0,0,0,,,,,carollee3,105,"Victoria (boys ""and"" girls club south vanouver island OR foundry victoria OR our place society OR salvation army victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria sexual assault centre OR peer housing support OR pit OR frontline worker OR healthcare OR encampment OR camping OR eviction OR overdose) lang:en -is:retweet",Victoria,Neutral,0.524572849,Yes,No,8,Josh,
509,"@Sus__Spence So what else would it be? Birtherism, snatching brow babies from parents and locking them in cages, taking out a full page age to execute the Central Park 5, being sued for housing discrimination twice, or the amount of support he gets from white supremacists organizations?",33:33.3,1.54E+18,2022-06-17 17:23:34+00:00,0,0,0,0,,,,,motherbox,119,(saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat) (avi OR cool aid society OR homelessness services association of bc OR red cedar cafÃ© OR the backpack project OR vreb OR victoria harbour cats OR low income OR community plan to end homelessness OR front line OR front line worker OR crime OR housing OR substance use OR drug use) lang:en -is:retweet,saanich OR uplands OR quadra village OR central park OR point ellice park OR nuu-chah-nulth OR malahat,Negative,0.841416955,Yes,No,8,Josh,
352,"Protecting and Supporting our Sustainably Managed Farmland ... what next for Victoria? #agchatoz #ausag 

""Altruistic farmers step up to solve Victoria's homelessness crisis. Welcome to the rural landscapes of West Gippsland""

Sellâ€¦https://t.co/bmMaYr2c2H https://t.co/fs6THos0yN",32:58.2,1.54E+18,2022-06-15 00:44:16+00:00,0,0,0,0,,,,,AgPeriUrban,2372,(esquimalt OR north park OR millstream OR victoria west OR topaz park OR 900-block pandora avenue OR tsawout) (bc housing OR downtown victoria business association OR makola housing society OR rotary club of victoria OR dvba OR umbrella society OR victoria ready OR affordable housing OR point in time OR frontline OR frontline worker OR theft OR homelessness OR drugs OR collude) lang:en -is:retweet,esquimalt OR north park OR millstream OR victoria west OR topaz park OR 900-block pandora avenue OR tsawout,Neutral,0.70221746,Yes,No,8,Josh,
1095,"Soho &amp; Victoria Councillors had a very productive meeting with Smethwick Police, discussing and prioritising issues to tackle collaboratively to keep our area safer. @SmethwickWMP @spellar @sandwellcouncil https://t.co/1IpmJuBCHy",34:30.1,1.54E+18,2022-06-17 18:20:52+00:00,0,0,10,1,"West Bromwich, England",6bc1630ac15fbcaa,"[-2.0971002, 52.460709, -1.921566, 52.569037]",,JamesBe35327787,0,Victoria (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,Victoria,Positive,0.885010004,Yes,No,8,Josh,
1094,Why has Victoria &amp; NSW always been the worst god covid? Where is professional people yo explain demographic on spread in Victoria so immune compromised could be safer,34:30.1,1.54E+18,2022-06-17 21:06:52+00:00,0,0,5,0,,,,,PlantBasedClean,87,Victoria (beacon community services OR fernwood community association OR mental health society of greater victoria OR safer victoria OR the existence project OR united way southern vancouver island OR victoria real estate board OR subsidized housing OR pit count OR front line OR front line worker OR stolen OR camper OR evicted OR collusion) lang:en -is:retweet,Victoria,Negative,0.839232326,Yes,No,8,Josh,
385,#SmithersBC - Positive Living North to provide supports at homeless camp near Veterans Park https://t.co/CkCBl8mw4o,33:02.3,1.54E+18,2022-06-15 17:26:01+00:00,0,0,0,0,,,,,BCHeadlines,2693,(esquimalt OR north park OR millstream OR victoria west OR topaz park OR 900-block pandora avenue OR tsawout) (burnside gorge neighbourhood association OR greater victoria acting together OR ops OR solid outreach OR the john howard society of victoria OR vibrant victoria OR victoria tenant action group OR peer housing support program OR harm reduction OR front line worker OR complex care OR camp OR tent OR evict OR overdosed) lang:en -is:retweet,esquimalt OR north park OR millstream OR victoria west OR topaz park OR 900-block pandora avenue OR tsawout,Neutral,0.719163537,Yes,No,8,Josh,
